Country Code,Country Name,IDENT,LAT,LON
HT,Haiti,011AT,18.4498,-71.88626
UK,United Kingdom,03MCT,55.13667,-7.19139
CA,Canada,04THT,73.14778,-68.68306
HT,Haiti,068AT,18.38199,-71.93305
DE,Germany,06TRA,47.73333,8.28333
CA,Canada,08YBK,63.75128,-100.00069
MX,Mexico,16DEL,30.84011,-105.38086
CA,Canada,16YYQ,60.77426,-99.99924
HT,Haiti,186AT,18.63972,-72.1039
FR,France,20SAU,45.34778,2.49972
FR,France,21SAU,45.04056,2.62278
JP,Japan,247PQ,33.75,165.0
UK,United Kingdom,24DUB,55.08389,-8.57389
ZM,Zambia,24VLS,-15.18667,28.82556
JP,Japan,251PQ,35.53523,149.99596
ZM,Zambia,25VLS,-15.61694,28.10778
UK,United Kingdom,26DUB,55.17083,-8.46167
ZM,Zambia,27VLS,-14.97306,28.7075
IL,Israel,31BSA,31.10781,35.28687
UK,United Kingdom,31MCT,55.36556,-7.90472
FR,France,31PAS,45.76222,6.42806
CA,Canada,32YZF,61.75016,-110.00117
PT,Portugal,4016N,40.0,-16.0
PT,Portugal,4514N,45.0,-14.0
CA,Canada,4850N,48.0,-50.0
CA,Canada,4950N,49.0,-50.0
CA,Canada,5050N,50.0,-50.0
IE,Ireland,5110N,51.0,-10.0
CA,Canada,5150N,51.0,-50.0
CA,Canada,5250N,52.0,-50.0
CA,Canada,5350N,53.0,-50.0
CA,Canada,53YRT,60.85,-100.0
IE,Ireland,5510N,55.0,-10.0
CA,Canada,5595N,55.0,-95.0
CA,Canada,5850N,58.0,-50.0
CA,Canada,5890N,58.0,-90.0
CA,Canada,5950N,59.0,-50.0
IS,Iceland,6140N,61.0,-40.0
IS,Iceland,6330N,63.0,-30.0
CA,Canada,63YBK,62.24903,-99.9954
CA,Canada,66YBK,65.24824,-89.99933
CA,Canada,6860N,68.0,-60.0
CA,Canada,69YEK,57.70416,-88.34155
CA,Canada,70N05,70.0,-105.0
CA,Canada,7580N,75.0,-80.0
CA,Canada,8083N,80.0,-83.0
JP,Japan,993PQ,34.58333,160.0
NZ,New Zealand,AA001,-37.02608,174.84776
NZ,New Zealand,AA002,-36.95475,174.85522
NZ,New Zealand,AA003,-36.98833,174.87265
NZ,New Zealand,AA005,-36.97743,174.91197
NZ,New Zealand,AA006,-36.97198,174.93163
NZ,New Zealand,AA007,-37.04259,174.67585
NZ,New Zealand,AA009,-37.0532,174.6361
NZ,New Zealand,AA014,-37.21093,174.89745
NZ,New Zealand,AA016,-37.22075,174.79
NZ,New Zealand,AA022,-37.10288,174.57231
NZ,New Zealand,AA024,-37.03827,174.54635
NZ,New Zealand,AA025,-37.01821,174.76444
NZ,New Zealand,AA030,-36.82683,174.65885
NZ,New Zealand,AA033,-36.7898,174.7761
NZ,New Zealand,AA042,-36.90255,175.05216
NZ,New Zealand,AA060,-36.96667,175.07989
NZ,New Zealand,AA065,-37.0514,174.646
NZ,New Zealand,AA080,-37.0596,174.6163
NZ,New Zealand,AA141,-37.20973,174.90194
NZ,New Zealand,AA222,-37.10625,174.57448
NZ,New Zealand,AA240,-37.04201,174.54712
NZ,New Zealand,AA331,-36.79035,174.77144
CN,China,AA400,40.49577,116.52293
NZ,New Zealand,AA403,-37.42175,174.81209
NZ,New Zealand,AA405,-36.92643,174.90028
NZ,New Zealand,AA406,-36.87175,174.8775
NZ,New Zealand,AA409,-36.99831,174.8358
NZ,New Zealand,AA415,-37.08551,175.09311
NZ,New Zealand,AA416,-36.79532,175.47984
NZ,New Zealand,AA417,-36.53492,175.22495
NZ,New Zealand,AA418,-36.78547,175.11039
NZ,New Zealand,AA419,-36.8848,175.21136
NZ,New Zealand,AA420,-36.86854,175.20154
NZ,New Zealand,AA421,-36.75384,175.45464
NZ,New Zealand,AA422,-37.14818,175.02261
NZ,New Zealand,AA423,-36.56928,174.80782
NZ,New Zealand,AA424,-36.5862,174.75915
NZ,New Zealand,AA425,-36.83582,175.27394
NZ,New Zealand,AA426,-36.85929,175.28814
NZ,New Zealand,AA428,-36.98886,174.86991
NZ,New Zealand,AA500,-37.0433,174.67576
NZ,New Zealand,AA503,-37.25839,174.87563
NZ,New Zealand,AA506,-37.09576,174.30913
NZ,New Zealand,AA507,-37.4204,174.7701
NZ,New Zealand,AA509,-37.03258,174.71167
NZ,New Zealand,AA511,-37.06589,174.72595
NZ,New Zealand,AA512,-36.99849,174.69706
NZ,New Zealand,AA514,-37.12246,173.89363
CU,Cuba,AADAM,19.82623,-75.0653
CA,Canada,AARAN,47.75167,-52.91361
DE,Germany,AB021,51.18589,14.47929
DE,Germany,AB022,51.17148,14.40318
DE,Germany,AB023,51.22653,14.34076
DE,Germany,AB071,51.23446,14.73811
DE,Germany,AB072,51.30133,14.74983
DE,Germany,AB073,51.16342,14.76363
DE,Germany,AB430,51.15944,14.33979
DE,Germany,AB439,51.24695,14.8053
DE,Germany,AB450,51.099,14.3622
DE,Germany,AB458,51.14314,14.71489
DE,Germany,AB459,51.16699,14.84301
NL,Netherlands (the),ABA02,52.25763,4.77401
NL,Netherlands (the),ABA03,52.24099,4.77241
NL,Netherlands (the),ABA05,52.20776,4.76921
NL,Netherlands (the),ABA11,52.10307,4.75917
NL,Netherlands (the),ABA38,52.22438,4.77081
NL,Netherlands (the),ABA62,52.18782,4.7673
NL,Netherlands (the),ABA93,52.1363,4.76236
AT,Austria,ABABI,48.53857,12.9478
,,ABADA,64.26556,5.29806
NO,Norway,ABADA,64.26562,5.29817
IT,Italy,ABADI,40.75528,18.64167
FR,France,ABADO,45.65583,5.29306
FR,France,ABADU,46.903,-2.45336
BR,Brazil,ABAFT,-20.40967,-47.90867
RU,Russian Federation (the),ABAGO,56.29195,144.23811
IE,Ireland,ABAGU,52.50333,-7.64667
IT,Italy,ABAKO,37.18389,16.66611
PL,Poland,ABAKU,51.67694,19.08139
SE,Sweden,ABALA,66.65819,23.0
,,ABALA,66.65833,23.0
RU,Russian Federation (the),ABALI,55.54536,68.02049
PT,Portugal,ABALO,32.33111,-18.13028
SE,Sweden,ABAMA,57.98664,15.56961
,,ABAMA,57.98667,15.56972
DE,Germany,ABAMI,51.42495,7.2806
,,ABAMI,51.425,7.28056
FR,France,ABAMU,49.39719,-0.25814
GL,Greenland,ABANA,67.46861,-50.96833
UZ,Uzbekistan,ABANI,41.21334,64.90904
DE,Germany,ABANO,54.12916,9.5
NO,Norway,ABANU,70.13332,26.0
,,ABANU,70.13333,26.0
BO,Bolivia (Plurinational State of),ABAPO,-18.86111,-58.30139
VE,Venezuela (Bolivarian Republic of),ABAPO,3.92861,-67.34417
UK,United Kingdom,ABAPO,52.10278,-4.80333
RU,Russian Federation (the),ABARA,61.1836,50.84807
AU,Australia,ABARB,-32.85167,154.935
FR,France,ABARI,47.41639,6.9425
RU,Russian Federation (the),ABARO,52.12339,48.56177
ID,Indonesia,ABASA,-4.94775,107.26103
JP,Japan,ABASA,24.43917,123.25232
BR,Brazil,ABASE,-5.73017,-37.7695
JP,Japan,ABASI,44.00032,144.14275
DE,Germany,ABASO,53.97606,11.43395
AU,Australia,ABASS,-34.58333,150.94333
EU,Eurocontrol,ABASU,68.57889,18.01667
RU,Russian Federation (the),ABATA,70.00066,135.66859
BR,Brazil,ABATE,-14.39117,-58.83717
TN,Tunisia,ABATI,34.82944,10.95944
MA,Morocco,ABATO,30.53722,-8.55306
RO,Romania,ABATU,44.54472,25.67475
LV,Latvia,ABAVA,56.67639,26.54333
DE,Germany,ABAXA,50.76467,7.38583
NO,Norway,ABAXI,66.785,15.87583
SY,Syrian Arab Republic,ABBAS,33.43333,37.725
EU,Eurocontrol,ABBEW,50.50333,-3.47611
AU,Australia,ABBEY,-34.40306,151.09472
MX,Mexico,ABBOT,24.15167,-94.56917
JP,Japan,ABBOT,35.74545,141.08509
UK,United Kingdom,ABBOT,52.01611,0.59944
JP,Japan,ABBRA,26.38051,127.92503
CA,Canada,ABCID,43.03917,-79.32833
CA,Canada,ABCOT,45.04333,-73.63028
UK,United Kingdom,ABD01,57.17882,-2.18059
UK,United Kingdom,ABD04,57.1634,-2.16916
UK,United Kingdom,ABD07,57.08625,-2.11212
IT,Italy,ABDAB,37.88917,10.62861
RU,Russian Federation (the),ABDAD,60.20219,128.72107
RU,Russian Federation (the),ABDAG,69.45407,125.95804
UA,Ukraine,ABDAK,47.29917,35.2925
UK,United Kingdom,ABDAL,51.44611,-1.86333
KZ,Kazakhstan,ABDAM,51.51451,78.2845
TM,Turkmenistan,ABDAN,38.5949,59.36563
DE,Germany,ABDAP,49.99139,7.15694
EU,Eurocontrol,ABDAR,47.19694,35.25583
RO,Romania,ABDER,43.88735,24.5914
EU,Eurocontrol,ABDID,64.4275,42.76361
EU,Eurocontrol,ABDIG,62.32417,5.79167
EU,Eurocontrol,ABDIK,37.68833,41.95528
,,ABDIL,44.1525,5.34194
DE,Germany,ABDIM,53.04251,8.17439
TN,Tunisia,ABDIN,35.80583,11.29
RU,Russian Federation (the),ABDIR,57.52167,60.60833
RO,Romania,ABDIS,44.21143,24.49401
UZ,Uzbekistan,ABDOK,41.28839,71.13751
FR,France,ABDOS,47.66583,2.52972
UK,United Kingdom,ABDUK,51.64278,-3.80028
PK,Pakistan,ABDUL,30.4,67.45
NO,Norway,ABDUL,60.29481,4.87887
KZ,Kazakhstan,ABDUN,46.22701,59.71995
TM,Turkmenistan,ABDUR,38.01324,61.72569
,,ABDUX,43.85833,4.9875
FR,France,ABEAM,47.29333,6.52167
BR,Brazil,ABEAR,-26.43458,-49.65142
KZ,Kazakhstan,ABEBA,44.49932,74.04588
DE,Germany,ABEBO,47.68091,9.91669
UK,United Kingdom,ABEDA,52.32778,1.87111
RU,Russian Federation (the),ABEDO,59.96834,35.83282
RO,Romania,ABEGO,46.09519,23.64316
KZ,Kazakhstan,ABEKA,41.11809,68.74413
TM,Turkmenistan,ABEKO,39.57489,55.89721
BR,Brazil,ABELA,-30.89467,-52.30683
RU,Russian Federation (the),ABELA,44.1915,42.60023
RU,Russian Federation (the),ABELO,61.94379,64.8918
CA,Canada,ABELT,53.94528,-98.16639
EU,Eurocontrol,ABELU,63.73333,40.1825
ES,Spain,ABEMO,39.07383,-4.52794
SE,Sweden,ABENI,59.23786,17.08878
JP,Japan,ABENO,34.59234,135.69877
CA,Canada,ABENY,54.25167,-113.07583
RU,Russian Federation (the),ABERI,87.5,32.0
,,ABERO,52.22778,23.20889
PL,Poland,ABERO,52.22833,23.20833
,,ABERU,50.06917,12.09361
DE,Germany,ABERU,50.06919,12.09372
RU,Russian Federation (the),ABESA,54.92709,77.62747
CH,Switzerland,ABESI,46.15961,9.0428
,,ABESI,46.15972,9.04278
AT,Austria,ABETI,47.67771,17.01284
HU,Hungary,ABETI,47.67778,17.01278
PT,Portugal,ABETO,40.42972,-8.05639
JP,Japan,ABETS,35.98833,144.30471
FR,France,ABEVA,46.40639,6.09944
EU,Eurocontrol,ABEVI,54.7075,-2.77472
UZ,Uzbekistan,ABEVO,40.83336,68.57746
PL,Poland,ABEXA,51.60472,20.92167
EU,Eurocontrol,ABFAD,53.96361,8.59694
BW,Botswana,ABFTV,-21.01432,26.87183
DE,Germany,ABGAN,48.95817,8.91715
RU,Russian Federation (the),ABGAR,69.605,58.465
DE,Germany,ABGAS,48.59367,10.39167
RU,Russian Federation (the),ABGEL,55.77049,118.11892
KZ,Kazakhstan,ABGEN,40.9617,68.71246
RU,Russian Federation (the),ABGIL,62.32716,67.72188
EU,Eurocontrol,ABGIM,70.85194,19.7975
RU,Russian Federation (the),ABGIR,57.41684,154.67176
NO,Norway,ABGOR,63.56667,7.80008
DE,Germany,ABGOT,50.9847,10.63437
NO,Norway,ABGUN,68.54268,11.82866
,,ABGUN,68.54278,11.82861
,,ABGUS,51.86694,11.05333
DE,Germany,ABGUS,51.86706,11.05343
SA,Saudi Arabia,ABH03,18.28103,42.60712
SA,Saudi Arabia,ABH06,18.24094,42.6565
SA,Saudi Arabia,ABH07,18.32435,42.5537
SA,Saudi Arabia,ABH08,18.42393,42.43075
SA,Saudi Arabia,ABH10,18.35684,42.51362
SA,Saudi Arabia,ABH30,18.5119,42.30047
SA,Saudi Arabia,ABH31,18.44642,42.44991
SA,Saudi Arabia,ABH32,18.47766,42.49025
SA,Saudi Arabia,ABH33,18.49753,42.52625
SA,Saudi Arabia,ABH57,18.52619,42.64654
SA,Saudi Arabia,ABH70,18.48236,42.35625
EU,Eurocontrol,ABIBU,70.54361,28.38167
BR,Brazil,ABIDE,0.6785,-69.688
IE,Ireland,ABIDO,52.47889,-5.79556
EU,Eurocontrol,ABIDU,40.98861,10.37056
RU,Russian Federation (the),ABIGA,60.29833,90.92667
KZ,Kazakhstan,ABIGU,47.795,63.01889
DE,Germany,ABIKA,53.12427,13.78712
FI,Finland,ABIKI,60.45278,21.42028
RU,Russian Federation (the),ABILA,67.54176,170.86124
FR,France,ABILI,43.56778,5.67472
ID,Indonesia,ABILO,-5.29667,109.04833
GR,Greece,ABILO,34.32361,30.0
,,ABILU,51.41,7.95417
DE,Germany,ABILU,51.41013,7.95423
UZ,Uzbekistan,ABIMU,41.81501,63.87401
RU,Russian Federation (the),ABINA,64.36806,-171.76392
DK,Denmark,ABINO,55.96833,9.99444
JP,Japan,ABIRA,42.79821,141.96429
KZ,Kazakhstan,ABIRA,50.39213,62.41408
,,ABIRI,46.7625,14.9675
AT,Austria,ABIRI,46.7625,14.96757
MA,Morocco,ABIRO,35.80472,-6.28972
,,ABISI,40.36278,31.9525
DE,Germany,ABISI,48.92051,12.77043
SI,Slovenia,ABISO,46.26239,14.35226
,,ABISO,46.2625,14.35222
GW,Guinea-Bissau,ABISU,11.99833,-15.56333
RO,Romania,ABISU,46.60546,23.16412
RU,Russian Federation (the),ABITI,56.14372,69.65218
DE,Germany,ABITO,51.01067,10.76305
SK,Slovakia,ABITU,48.33333,18.32472
,,ABIXI,46.53175,-2.332
ES,Spain,ABIXO,42.18625,3.10828
EU,Eurocontrol,ABJAZ,60.4,13.83333
EU,Eurocontrol,ABJUM,40.91222,29.86111
EU,Eurocontrol,ABKAL,38.01944,41.53194
SA,Saudi Arabia,ABKAR,19.08639,40.27
DK,Denmark,ABKAS,55.59667,8.135
UK,United Kingdom,ABKAT,54.14806,-1.97972
EU,Eurocontrol,ABKEM,64.48194,25.81139
NL,Netherlands,ABKER,52.18306,3.70028
EU,Eurocontrol,ABKEV,42.58417,32.04833
BW,Botswana,ABKGV,-23.52653,22.88801
EU,Eurocontrol,ABKIL,68.94639,16.96278
DE,Germany,ABKIS,50.62969,13.05719
,,ABKIS,50.62972,13.05722
JP,Japan,ABKMA,37.09595,140.42167
BY,Belarus,ABKOM,54.29333,29.54472
EU,Eurocontrol,ABKON,39.87222,10.80667
EU,Eurocontrol,ABKUL,68.98278,15.33139
FI,Finland,ABKUR,66.96,24.24556
FR,France,ABLAK,43.50139,5.43833
FR,France,ABLAN,47.31361,-1.42361
RU,Russian Federation (the),ABLAR,63.08357,46.89284
RU,Russian Federation (the),ABLAS,55.70219,105.04344
HR,Croatia,ABLAT,45.39043,13.62615
PH,Philippines (the),ABLBG,13.8436,120.11372
EU,Eurocontrol,ABLEG,40.72278,-8.43111
TR,Turkey,ABLEM,40.86566,28.46451
RU,Russian Federation (the),ABLER,56.40167,77.515
DK,Denmark,ABLEV,54.98333,8.86667
UK,United Kingdom,ABLIN,52.78278,-4.9925
CO,Colombia,ABLNB,4.78389,-74.7675
DZ,Algeria,ABLOD,31.23944,2.48167
RU,Russian Federation (the),ABLOG,47.81,40.38167
AU,Australia,ABLOK,-12.71833,143.44
,,ABLOM,48.0675,17.08778
AT,Austria,ABLOM,48.06757,17.0877
GR,Greece,ABLON,38.16944,23.73556
EU,Eurocontrol,ABLOP,68.14889,24.755
RU,Russian Federation (the),ABLOR,53.4834,47.08169
DE,Germany,ABLOX,51.38079,14.52005
EU,Eurocontrol,ABLUC,53.79917,-4.51278
NL,Netherlands (the),ABLUN,54.85076,5.89509
NO,Norway,ABLUS,56.64167,2.93833
DE,Germany,ABMAL,53.44206,10.91198
NO,Norway,ABMAR,59.41904,5.05987
EU,Eurocontrol,ABMAT,62.9975,8.62972
PH,Philippines (the),ABMBS,14.97818,120.4889
RU,Russian Federation (the),ABMET,53.95012,50.49508
IS,Iceland,ABMGA,65.86028,-17.47222
KZ,Kazakhstan,ABMIK,45.93797,74.60032
MA,Morocco,ABMIL,33.9,-7.83333
EU,Eurocontrol,ABMOG,44.71444,10.97056
EU,Eurocontrol,ABNAB,55.20139,19.63417
EU,Eurocontrol,ABNAG,68.93611,15.30611
EU,Eurocontrol,ABNAT,35.89167,19.0
EU,Eurocontrol,ABNED,51.84917,3.17194
CA,Canada,ABNEE,45.55222,-74.18917
EU,Eurocontrol,ABNOK,67.04583,62.53472
NO,Norway,ABNOV,62.00078,6.00355
,,ABNUR,50.17139,1.85853
FR,France,ABNUR,50.17139,1.85861
EU,Eurocontrol,ABNUS,64.36361,56.53417
RU,Russian Federation (the),ABOBI,67.94666,176.69139
FR,France,ABOBO,48.50961,2.19153
MA,Morocco,ABODA,35.41389,-7.83333
BR,Brazil,ABODE,-13.76417,-38.855
RU,Russian Federation (the),ABODI,60.61034,57.46996
EU,Eurocontrol,ABODO,50.0,38.23333
DE,Germany,ABODU,51.51139,6.4625
YE,Yemen,ABOGH,17.34667,44.62167
RO,Romania,ABOKA,46.10941,24.96865
EU,Eurocontrol,ABOKI,64.45556,48.81111
RU,Russian Federation (the),ABOKO,68.52667,167.58333
ZM,Zambia,ABOKR,-14.59,29.42833
UA,Ukraine,ABOLA,47.98222,38.41611
RU,Russian Federation (the),ABOLI,55.88719,111.38201
EU,Eurocontrol,ABOLO,47.00028,27.33306
RU,Russian Federation (the),ABOMA,53.48354,145.91805
KZ,Kazakhstan,ABONA,46.1927,75.31506
HU,Hungary,ABONY,47.27083,19.97917
RO,Romania,ABORA,44.5522,26.34082
RU,Russian Federation (the),ABORI,49.74189,136.67771
FR,France,ABORO,48.52414,2.41508
EU,Eurocontrol,ABOSI,39.77917,-1.28472
EU,Eurocontrol,ABOSO,66.70056,64.27306
EU,Eurocontrol,ABOSU,61.29167,42.53583
FR,France,ABOTI,48.44953,-1.90383
KZ,Kazakhstan,ABOTO,49.42922,83.08857
BR,Brazil,ABOVE,-22.01567,-51.88317
EU,Eurocontrol,ABOXU,63.5825,25.39139
UA,Ukraine,ABRAD,50.60167,26.14667
NO,Norway,ABRAK,65.3794,11.80538
,,ABRAK,65.37944,11.80528
,,ABRAM,34.33333,12.63778
MT,Malta,ABRAM,34.33333,12.63833
UA,Ukraine,ABRAN,43.61722,33.12222
PT,Portugal,ABRAT,39.82167,-7.65417
CZ,Czechia,ABRAX,49.6977,15.89488
RO,Romania,ABRED,44.63869,22.93771
CH,Switzerland,ABREG,46.30694,9.55139
RU,Russian Federation (the),ABREN,63.24399,84.6392
,,ABRET,45.47497,5.50086
RU,Russian Federation (the),ABRIN,59.22027,150.1734
UA,Ukraine,ABRIS,47.16,30.6675
ES,Spain,ABRIX,43.64631,-1.96261
FR,France,ABRIX,43.64639,-1.9625
,,ABROK,51.59306,29.03167
UA,Ukraine,ABROK,51.59333,29.03333
FR,France,ABROM,50.49192,2.49036
FR,France,ABRON,42.61417,8.14778
KZ,Kazakhstan,ABROS,43.38293,78.0485
NO,Norway,ABRUD,62.21457,5.83999
,,ABRUK,47.38306,15.00667
AT,Austria,ABRUK,47.38313,15.00663
RO,Romania,ABRUT,44.45026,25.18317
,,ABRUT,44.45028,25.18306
BR,Brazil,ABSAL,-21.92167,-43.357
,,ABSAM,54.82556,5.71806
EU,Eurocontrol,ABSAX,42.33361,32.58361
,,ABSEG,48.26075,3.87608
EU,Eurocontrol,ABSER,59.89722,22.99667
FR,France,ABSIE,46.58333,-0.45833
,,ABSIN,42.59944,9.62278
UA,Ukraine,ABSIN,45.9,33.75
DE,Germany,ABSIX,49.92944,7.33028
UA,Ukraine,ABSON,49.63056,23.75611
FR,France,ABSUD,49.93917,1.79111
DE,Germany,ABSUL,51.38498,9.0697
UK,United Kingdom,ABSUN,54.29222,-6.255
DE,Germany,ABTAL,48.85464,10.10706
,,ABTAL,48.85472,10.10694
,,ABTAM,67.53444,14.06639
NO,Norway,ABTAM,67.5345,14.06648
EU,Eurocontrol,ABTAN,47.11361,14.49556
EU,Eurocontrol,ABTER,46.25306,25.84167
NO,Norway,ABTIK,68.11893,14.36741
EU,Eurocontrol,ABTIM,44.625,10.61556
UK,United Kingdom,ABTIN,52.42486,0.58658
EU,Eurocontrol,ABTIR,32.84889,-12.80167
AU,Australia,ABTOD,-32.995,135.13333
TH,Thailand,ABTOK,6.305,102.29556
NZ,New Zealand,ABTOL,-40.58669,175.6572
MY,Malaysia,ABTOM,3.17328,101.27866
AU,Australia,ABTOX,-18.78694,147.17083
CN,China,ABTUB,36.0,117.36167
EU,Eurocontrol,ABTUS,68.20611,15.20222
NO,Norway,ABUBA,59.90861,10.71833
NO,Norway,ABUBU,69.10286,18.22845
BR,Brazil,ABUCU,-4.58617,-39.13467
FR,France,ABUDA,50.11639,1.7575
,,ABUDA,50.11639,1.75753
CZ,Czechia,ABUDO,48.99652,14.24009
UA,Ukraine,ABUGA,49.675,36.83
,,ABUKA,49.46528,8.67917
DE,Germany,ABUKA,49.46541,8.67906
IT,Italy,ABUKI,37.53361,15.55917
HU,Hungary,ABULI,48.48417,20.48667
FR,France,ABULO,45.57417,6.995
RU,Russian Federation (the),ABUMI,65.95,111.51667
DE,Germany,ABUMO,50.14167,8.92333
NO,Norway,ABUNO,62.0,11.94026
,,ABUNO,62.0,11.94028
NZ,New Zealand,ABUOY,-36.72659,174.866
EU,Eurocontrol,ABUPI,41.75111,-7.23611
KZ,Kazakhstan,ABURA,47.56267,66.71898
RU,Russian Federation (the),ABURI,58.08022,52.17327
RU,Russian Federation (the),ABUSA,51.965,101.69
BR,Brazil,ABUSE,-18.25767,-51.46933
DE,Germany,ABUSI,48.3911,10.77905
FR,France,ABUSO,45.85056,1.74861
EU,Eurocontrol,ABUSU,32.86694,-16.63556
RU,Russian Federation (the),ABUTO,52.9882,33.87316
EU,Eurocontrol,ABVAM,48.25889,33.57333
AU,Australia,ABVAS,-22.93833,150.03222
EU,Eurocontrol,ABVEL,68.06139,10.485
EU,Eurocontrol,ABVEX,40.89417,40.65778
NO,Norway,ABVIT,59.24,6.98833
AU,Australia,ABVOG,-37.6725,144.65444
NZ,New Zealand,ABVOM,-29.34382,168.17584
SG,Singapore,ABVON,1.34111,103.97417
AU,Australia,ABVUV,-12.51667,129.43333
,,ABWIV,51.88028,-3.00972
,,ABWIV,51.88028,-3.00944
EU,Eurocontrol,ABWIV,51.88028,-3.00917
DE,Germany,AC042,51.15017,12.60556
DE,Germany,AC043,51.2647,12.01378
DE,Germany,AC044,51.1103,12.6746
DE,Germany,AC045,51.10854,12.51723
DE,Germany,AC222,50.90013,12.31257
DE,Germany,AC223,51.04699,12.07783
DE,Germany,AC224,50.96583,12.34107
DE,Germany,AC225,50.88551,12.38108
DE,Germany,AC420,50.84333,12.15654
DE,Germany,AC429,51.21464,12.63997
DE,Germany,AC430,50.79065,12.25835
DE,Germany,AC439,51.16154,12.74205
MX,Mexico,ACA01,16.76125,-99.77062
MX,Mexico,ACA04,16.82114,-99.59275
MX,Mexico,ACA05,16.72982,-99.67231
MX,Mexico,ACA06,16.77474,-99.87438
MX,Mexico,ACA08,16.67596,-99.64444
MX,Mexico,ACA09,16.60449,-99.62
MX,Mexico,ACA10,16.71835,-99.63966
MX,Mexico,ACA11,16.63016,-99.64231
MX,Mexico,ACA12,16.79671,-99.95875
MX,Mexico,ACA13,16.80624,-100.00996
MX,Mexico,ACA14,16.70113,-99.59068
MX,Mexico,ACA16,16.95257,-99.69993
MX,Mexico,ACA18,16.7479,-99.724
MX,Mexico,ACA19,16.90348,-99.66699
MX,Mexico,ACA20,16.64366,-99.42749
MX,Mexico,ACA23,16.71076,-99.86509
MX,Mexico,ACA24,16.93248,-99.64958
MX,Mexico,ACA26,16.75256,-99.92767
MX,Mexico,ACA27,16.78081,-99.87341
MX,Mexico,ACA30,16.71261,-99.62333
MX,Mexico,ACA31,16.95362,-99.91821
MX,Mexico,ACA35,17.00966,-99.75396
MX,Mexico,ACA41,16.71264,-99.62342
MX,Mexico,ACA43,16.73439,-99.6708
MX,Mexico,ACA44,16.74953,-99.72411
MX,Mexico,ACA50,16.7326,-99.67138
MX,Mexico,ACA52,16.92593,-99.75396
MX,Mexico,ACA57,17.00109,-99.6864
MX,Mexico,ACA70,16.78959,-99.87196
MX,Mexico,ACA71,16.92022,-99.70894
MX,Mexico,ACA78,16.77698,-99.47651
MX,Mexico,ACA80,16.71864,-99.62018
MX,Mexico,ACA96,16.77707,-99.89168
MX,Mexico,ACA97,16.67241,-99.50907
MX,Mexico,ACA98,16.80456,-99.92109
MX,Mexico,ACA99,16.72613,-99.63703
CA,Canada,ACADN,44.66667,-64.0
EU,Eurocontrol,ACAGE,55.0,0.51694
SR,Suriname,ACARI,1.95717,-56.489
DE,Germany,ACAYU,50.0445,8.2981
EU,Eurocontrol,ACCOP,51.92889,-3.3825
CO,Colombia,ACEDO,1.80288,-75.86703
JP,Japan,ACELA,36.12022,140.3221
BR,Brazil,ACENA,-9.20517,-46.08583
AU,Australia,ACKER,-12.02167,132.205
CA,Canada,ACKER,55.83639,-69.085
CA,Canada,ACKIN,54.95778,-115.47389
CA,Canada,ACKSO,45.65194,-61.12639
JP,Japan,ACKUN,35.83843,139.15733
BS,Bahamas (the),ACMEE,22.17439,-75.05639
EU,Eurocontrol,ACMUQ,47.78,23.81361
CA,Canada,ACO59,42.0487,-81.58767
AU,Australia,ACOOL,-30.0,110.0
AN,Unknown,ACORA,13.65667,-67.5
JP,Japan,ACORD,25.60275,128.53069
HK,Hong Kong,ACORN,20.29306,114.735
UK,United Kingdom,ACORN,51.25528,0.19611
JP,Japan,ACQUA,35.16249,142.16383
MX,Mexico,ACREW,25.91,-97.6625
BR,Brazil,ACRID,-16.93867,-39.54767
GU,Guam,ACRON,13.62233,143.02878
EU,Eurocontrol,ACRUF,45.10694,4.77944
JP,Japan,ACTIE,33.69937,130.48733
AU,Australia,ACTIN,-33.50333,138.02667
JP,Japan,ACTOR,35.45944,139.84036
KW,Kuwait,ACUGE,29.59151,47.4331
GU,Guam,ACUYU,13.59223,144.95507
AU,Australia,AD001,-34.96557,138.50408
AU,Australia,AD005,-35.00896,138.45656
AU,Australia,AD007,-34.87821,138.63916
AU,Australia,AD008,-35.00749,138.66907
AU,Australia,AD011,-35.03375,138.42938
AU,Australia,AD012,-35.1019,138.35455
AU,Australia,AD015,-35.06032,138.79579
AU,Australia,AD020,-35.12383,138.38986
AU,Australia,AD025,-35.07525,138.32443
AU,Australia,AD035,-34.91259,138.58183
AU,Australia,AD042,-34.89852,138.60387
AU,Australia,AD055,-34.82909,138.79258
AU,Australia,AD070,-34.87024,138.41744
AU,Australia,AD075,-34.91172,138.82547
AU,Australia,AD088,-34.96839,138.82748
AU,Australia,AD100,-34.83733,138.37164
AU,Australia,AD102,-35.02813,138.81227
AU,Australia,AD110,-35.0226,138.70526
AU,Australia,AD118,-35.09032,138.774
AU,Australia,AD140,-35.15684,138.6905
AU,Australia,AD270,-34.92644,138.32326
AU,Australia,AD290,-34.87103,138.34396
AU,Australia,AD304,-34.89216,138.44799
AU,Australia,AD318,-34.81014,138.40835
AU,Australia,AD330,-34.79325,138.44538
AU,Australia,AD470,-34.84871,138.68827
AU,Australia,AD500,-34.98481,138.61481
AU,Australia,AD700,-34.99993,138.65098
TR,Turkey,ADA03,36.97085,35.25993
TR,Turkey,ADA05,36.89158,35.12635
TR,Turkey,ADA08,36.83834,35.10363
